id,name,kind,url,source_file,output_file,original_width,original_height,low_width,low_height,output_width,output_height,engine,colors,max_side,scale,status,error
9cdd0661-882b-4b99-8fc8-72b6889309b1,Amonhotekh's Guard Necron Warriors,banner,https://d3ocysny7bghv8.cloudfront.net/b5a37454-2eeb-44d6-87f6-093967816133,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/amonhotekh-s-guard-necron-warriors__9cdd0661__banner.png,,,96,47,384,188,sips,16,96,4,ok,
3b3ef129-8e82-4571-b174-a2efe2c55c8f,Amonhotekh's Guard Skorpekh Destroyers,banner,https://d3ocysny7bghv8.cloudfront.net/8ffd324f-e215-4fc1-8586-f6cdba617b4e,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/amonhotekh-s-guard-skorpekh-destroyers__3b3ef129__banner.png,,,96,47,384,188,sips,16,96,4,ok,
6b53c94b-7a62-4b9e-8ff8-5b8b6deb12a3,Anathema Psykana Rhino,banner,https://d3ocysny7bghv8.cloudfront.net/3a6a0eb9-71de-4187-b74b-e42f8a9eb1c2,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/anathema-psykana-rhino__6b53c94b__banner.png,,,96,47,384,188,sips,16,96,4,ok,
6d01dddf-c440-4751-93ff-54502221c9f8,Ancient,banner,https://d3ocysny7bghv8.cloudfront.net/94e7ad83-e1bf-4f27-88ed-8d09b0a7ebdd,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/ancient__6d01dddf__banner.png,,,96,47,384,188,sips,16,96,4,ok,
eff3e091-a068-49b7-9a0a-6eb02e546be4,Ancient in Terminator Armour,banner,https://d3ocysny7bghv8.cloudfront.net/0b0476ae-fc24-444c-aa72-6c31c4201d15,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/ancient-in-terminator-armour__eff3e091__banner.png,,,96,47,384,188,sips,16,96,4,ok,
1c2f7059-455d-4e9c-a5c8-b92e74c6b26f,Angron,banner,https://d3ocysny7bghv8.cloudfront.net/d846cb1d-0718-4870-a519-6cd6b8c69556,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/angron__1c2f7059__banner.png,,,96,47,384,188,sips,16,96,4,ok,
bb6d8d45-fb1b-4b3a-96eb-9a61dc886228,Annihilation Barge,banner,https://d3ocysny7bghv8.cloudfront.net/a691c5b8-e575-468b-a0d2-4ec95b0e10ec,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/annihilation-barge__bb6d8d45__banner.png,,,96,47,384,188,sips,16,96,4,ok,
848cfd43-e850-4440-aadb-e26cd4946454,Apothecary,banner,https://d3ocysny7bghv8.cloudfront.net/77f18ed1-2105-48f7-a4b6-fc84c499485d,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/apothecary__848cfd43__banner.png,,,96,47,384,188,sips,16,96,4,ok,
61579253-8a18-457d-88ae-60d7ac022a63,Apothecary Biologis,banner,https://d3ocysny7bghv8.cloudfront.net/68ac1c35-b5e0-4d77-b218-65442eedd388,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/apothecary-biologis__61579253__banner.png,,,96,47,384,188,sips,16,96,4,ok,
9c20e4f6-fe52-42e5-9269-c0e61148cc6c,Aquila Kill Team,banner,https://d3ocysny7bghv8.cloudfront.net/8740dbde-3062-4c24-ad59-8e2447930001,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/aquila-kill-team__9c20e4f6__banner.png,,,96,47,384,188,sips,16,96,4,ok,
9d794b20-4afb-4e62-a229-1cd248101930,Aquilon Custodians,banner,https://d3ocysny7bghv8.cloudfront.net/88151f8f-8980-4894-9b78-2325fd04d002,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/aquilon-custodians__9d794b20__banner.png,,,96,47,384,188,sips,16,96,4,ok,
48a7aeb4-9e52-46c1-a82e-bbf28ec96312,Aranis Zarkan,banner,https://d3ocysny7bghv8.cloudfront.net/12e25513-7b32-433b-9590-6757d27a7456,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/aranis-zarkan__48a7aeb4__banner.png,,,96,47,384,188,sips,16,96,4,ok,
6f208b5a-78ff-48d0-9f9e-324cfbc80e9d,Archaeopter Fusilave,banner,https://d3ocysny7bghv8.cloudfront.net/f3755b7f-46cd-41e3-8bff-873e2029fdee,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/archaeopter-fusilave__6f208b5a__banner.png,,,96,47,384,188,sips,16,96,4,ok,
1d50b887-a966-44f7-8fa6-343a34623946,Archaeopter Stratoraptor,banner,https://d3ocysny7bghv8.cloudfront.net/06bac642-9aa6-4359-bfca-2d02c9f7748b,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/archaeopter-stratoraptor__1d50b887__banner.png,,,96,47,384,188,sips,16,96,4,ok,
cb273cac-9b1e-4e77-8dac-23e765760dcd,Archaeopter Transvector,banner,https://d3ocysny7bghv8.cloudfront.net/61b55d3b-8065-4beb-baee-e4bc55b5ec20,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/archaeopter-transvector__cb273cac__banner.png,,,96,47,384,188,sips,16,96,4,ok,
d1eb30b2-ed6d-4938-beb6-a5ff5f41c15a,Archon,banner,https://d3ocysny7bghv8.cloudfront.net/90c8c83a-f229-4016-99f5-7581eab5aa1c,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/archon__d1eb30b2__banner.png,,,96,47,384,188,sips,16,96,4,ok,
23d36c10-cb05-43f4-90e7-f0a3c494bea7,Arco-flagellants,banner,https://d3ocysny7bghv8.cloudfront.net/4814e092-0709-4c13-ad11-bcf8ee5444a2,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/arco-flagellants__23d36c10__banner.png,,,96,47,384,188,sips,16,96,4,ok,
7320d30a-1c65-46df-86bf-ba946d99c370,Ares Gunship,banner,https://d3ocysny7bghv8.cloudfront.net/21cde1b3-bcae-45fa-9144-8b4bfab669ab,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/ares-gunship__7320d30a__banner.png,,,96,47,384,188,sips,16,96,4,ok,
a8dc6d02-1303-4d45-bbca-4ddb1406451c,Arjac Rockfist,banner,https://d3ocysny7bghv8.cloudfront.net/e3b169af-b3f0-408a-a0a2-b0e43e4e123d,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/arjac-rockfist__a8dc6d02__banner.png,,,96,47,384,188,sips,16,96,4,ok,
0cc126d3-2fcc-4592-b887-0c10109656bc,Arkanyst Evaluator,banner,https://d3ocysny7bghv8.cloudfront.net/b830266b-2c83-4809-b2a8-b953ccc3ef8c,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/arkanyst-evaluator__0cc126d3__banner.png,,,96,47,384,188,sips,16,96,4,ok,
2c933b0d-6377-4598-9145-3699057ba467,Armiger Helverin,banner,https://d3ocysny7bghv8.cloudfront.net/d13dfc21-eb3f-459f-81c8-1652615ceb52,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/armiger-helverin__2c933b0d__banner.png,,,96,47,384,188,sips,16,96,4,ok,
3e11ebbe-37ce-496b-a347-2cd6f66c63ec,Armiger Moirax,banner,https://d3ocysny7bghv8.cloudfront.net/62be0789-3713-435f-bc3f-cd22cd4efa80,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/armiger-moirax__3e11ebbe__banner.png,,,96,47,384,188,sips,16,96,4,ok,
3b58910e-ede6-4859-8c4e-3e76ef888e2e,Armiger Warglaive,banner,https://d3ocysny7bghv8.cloudfront.net/6984d3bc-a40e-460c-bc0b-ad004deb4110,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/armiger-warglaive__3b58910e__banner.png,,,96,47,384,188,sips,16,96,4,ok,
999c1cdd-0693-4770-af21-f97cb1f6a91b,Armoured Sentinels,banner,https://d3ocysny7bghv8.cloudfront.net/4513e307-e6d0-4b69-834e-34c8400da04a,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/armoured-sentinels__999c1cdd__banner.png,,,96,47,384,188,sips,16,96,4,ok,
6d456ec7-922b-44db-a4ad-364efc103b9f,Artillery Team,banner,https://d3ocysny7bghv8.cloudfront.net/4bc86a96-afa9-4798-8122-b154aa5193d7,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/artillery-team__6d456ec7__banner.png,,,96,47,384,188,sips,16,96,4,ok,
a3304419-ee30-4968-82f4-a0ab449ec6b7,Askar's Wolfpack Blood Claws,banner,https://d3ocysny7bghv8.cloudfront.net/fb90a60d-787a-476d-8d5a-cafb11cd1558,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/askar-s-wolfpack-blood-claws__a3304419__banner.png,,,96,47,384,188,sips,16,96,4,ok,
1c53150a-ce0c-4be8-a25e-346350b00385,Askar's Wolfpack Wolf Guard Terminators,banner,https://d3ocysny7bghv8.cloudfront.net/913b7518-ca8e-47d8-af72-24e80bedb2fe,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/askar-s-wolfpack-wolf-guard-terminators__1c53150a__banner.png,,,96,47,384,188,sips,16,96,4,ok,
cbb8c197-ed21-44f5-b59e-6a510286ba64,Askar's Wolfpack Wulfen,banner,https://d3ocysny7bghv8.cloudfront.net/1b69cc1f-e0d7-4044-95d1-b1a8a49e550f,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/askar-s-wolfpack-wulfen__cbb8c197__banner.png,,,96,47,384,188,sips,16,96,4,ok,
00422d3c-a337-4c70-a521-4c3f268fecc6,Asmodai,banner,https://d3ocysny7bghv8.cloudfront.net/74b5787d-eeb6-4a81-8875-165a9842d8f3,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/asmodai__00422d3c__banner.png,,,96,47,384,188,sips,16,96,4,ok,
4a70c609-1728-4ccb-99be-b609ef18575c,Assault Force Captain,banner,https://d3ocysny7bghv8.cloudfront.net/cee6ab43-ddf3-4738-8fbd-946328dfaad2,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/assault-force-captain__4a70c609__banner.png,,,96,47,384,188,sips,16,96,4,ok,
0080dcbd-c2de-4b82-a7a7-e94c47fd54f4,Assault Force Intercessor Squad,banner,https://d3ocysny7bghv8.cloudfront.net/0b19d25f-3d4c-4898-9891-019a212b08b3,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/assault-force-intercessor-squad__0080dcbd__banner.png,,,96,47,384,188,sips,16,96,4,ok,
e46bda3b-7f50-4bd0-a7a4-d661e3814485,Assault Force Land Speeder,banner,https://d3ocysny7bghv8.cloudfront.net/71db371c-e157-48b5-849c-2a2723d9718d,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/assault-force-land-speeder__e46bda3b__banner.png,,,96,47,384,188,sips,16,96,4,ok,
e45bd259-44a9-4d11-b3f7-b7c60acd1c48,Assault Force Librarian,banner,https://d3ocysny7bghv8.cloudfront.net/3afa1852-1634-4ac2-91a4-682485392da2,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/assault-force-librarian__e45bd259__banner.png,,,96,47,384,188,sips,16,96,4,ok,
9a248fbd-de4c-497f-8e05-0252056811c0,Assault Force Vanguard Veteran Squad With Jump Packs,banner,https://d3ocysny7bghv8.cloudfront.net/651cb2e5-5e8e-4149-a99b-a6f5b3efcb43,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/assault-force-vanguard-veteran-squad-with-jump-packs__9a248fbd__banner.png,,,96,47,384,188,sips,16,96,4,ok,
3e9ac9da-6be5-45b0-8a24-98ba99800556,Assault Intercessor Squad,banner,https://d3ocysny7bghv8.cloudfront.net/08185f8b-809b-4e90-9676-6dc1f36f132d,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/assault-intercessor-squad__3e9ac9da__banner.png,,,96,47,384,188,sips,16,96,4,ok,
d1a72666-0a03-4a30-8ce6-1733ccd0ab29,Assault Intercessors with Jump Packs,banner,https://d3ocysny7bghv8.cloudfront.net/a15a998f-d2a6-47b0-aaf8-cf4626aa5d79,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/assault-intercessors-with-jump-packs__d1a72666__banner.png,,,96,47,384,188,sips,16,96,4,ok,
d37c55b2-43dc-4093-9051-ea1b50a23b29,Astorath,banner,https://d3ocysny7bghv8.cloudfront.net/324e08e0-647e-4f2e-911d-2305f605a335,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/astorath__d37c55b2__banner.png,,,96,47,384,188,sips,16,96,4,ok,
291197e5-6b94-4275-bbe2-cb2177e1411f,Astraeus,banner,https://d3ocysny7bghv8.cloudfront.net/dc224bfe-f4f1-47b8-a8c3-1c523da4ba6e,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/astraeus__291197e5__banner.png,,,96,47,384,188,sips,16,96,4,ok,
d7c61e16-4b79-4bfd-a219-afd567369de8,Asurmen,banner,https://d3ocysny7bghv8.cloudfront.net/24c33a6b-d576-4bb3-9eaa-22ae05352f5b,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/asurmen__d7c61e16__banner.png,,,96,47,384,188,sips,16,96,4,ok,
94255ad7-19e0-4606-839b-6cdd419c132c,Atalan Jackals,banner,https://d3ocysny7bghv8.cloudfront.net/19144a57-878b-4b3d-b5ad-bbf47e8688b6,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/atalan-jackals__94255ad7__banner.png,,,96,47,384,188,sips,16,96,4,ok,
5e9ead99-b653-4e4e-a738-dea31770961e,Attilan Rough Riders,banner,https://d3ocysny7bghv8.cloudfront.net/8f2b6e7b-1979-46aa-95f0-b261cdb5b9d4,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/attilan-rough-riders__5e9ead99__banner.png,,,96,47,384,188,sips,16,96,4,ok,
37bea6d2-5b75-4ede-acf7-5961c0d6ea80,Autarch,banner,https://d3ocysny7bghv8.cloudfront.net/1c30b165-08f2-4695-bec7-256145780533,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/autarch__37bea6d2__banner.png,,,96,47,384,188,sips,16,96,4,ok,
c6f451e4-a570-40ba-8274-9ad6fbace4c6,Autarch Wayleaper,banner,https://d3ocysny7bghv8.cloudfront.net/b43fd413-5b47-4f26-acf8-9f570aef3fba,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/autarch-wayleaper__c6f451e4__banner.png,,,96,47,384,188,sips,16,96,4,ok,
1f4ac739-28b1-4367-b840-96bb109db719,Avatar of Khaine,banner,https://d3ocysny7bghv8.cloudfront.net/55d11d05-94e1-4f83-a8c4-6f5cbc8b19bf,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/avatar-of-khaine__1f4ac739__banner.png,,,96,47,384,188,sips,16,96,4,ok,
0a536f9f-3c9c-4273-9847-7f17fcab048b,Avenger Strike Fighter,banner,https://d3ocysny7bghv8.cloudfront.net/e4e9d100-c7bd-4f96-b3d8-38c53382d005,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/avenger-strike-fighter__0a536f9f__banner.png,,,96,47,384,188,sips,16,96,4,ok,
2c8e0331-4d53-44dc-bd48-5a1aacca2818,Azrael,banner,https://d3ocysny7bghv8.cloudfront.net/4d053e7a-adc9-4f48-9eaa-5db55aa606ea,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/azrael__2c8e0331__banner.png,,,96,47,384,188,sips,16,96,4,ok,
a0d726c5-f0ce-4cba-bc51-e64eb4f270c0,Baal Predator,banner,https://d3ocysny7bghv8.cloudfront.net/c87e0126-5867-4b69-a13f-f0342afcaba0,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/baal-predator__a0d726c5__banner.png,,,96,47,384,188,sips,16,96,4,ok,
c5693ad4-6d69-4284-9633-0b948cb58ee7,Baharroth,banner,https://d3ocysny7bghv8.cloudfront.net/dfe76c90-d3ef-4731-9495-b82dea22ba7f,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/baharroth__c5693ad4__banner.png,,,96,47,384,188,sips,16,96,4,ok,
6f090a62-3938-4647-a993-94f090b204f2,Ballistus Dreadnought,banner,https://d3ocysny7bghv8.cloudfront.net/efcedcb7-684d-470c-9e51-cab3caaa85b1,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/ballistus-dreadnought__6f090a62__banner.png,,,96,47,384,188,sips,16,96,4,ok,
a9dcd736-3282-4f25-9299-9c58600bccb7,Bane Slayer's Bulwark Brokhyr Thunderkyn,banner,https://d3ocysny7bghv8.cloudfront.net/f9cdbaae-d5af-4371-81c1-8bd167e222e1,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/bane-slayer-s-bulwark-brokhyr-thunderkyn__a9dcd736__banner.png,,,96,47,384,188,sips,16,96,4,ok,
4e967b0b-0156-4269-8bd0-6f2024d84258,Bane-Slayer's Bulwark Einhyr Hearthguard,banner,https://d3ocysny7bghv8.cloudfront.net/d4f8baa4-00af-45a1-b30a-db18e96cca7f,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/bane-slayer-s-bulwark-einhyr-hearthguard__4e967b0b__banner.png,,,96,47,384,188,sips,16,96,4,ok,
e26a8c6d-75cb-4568-962e-5058ba334c85,Bane-Slayer's Bulwark Hearthkyn Warriors,banner,https://d3ocysny7bghv8.cloudfront.net/9f186d9e-68f3-4971-9de9-229f9399bf09,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/bane-slayer-s-bulwark-hearthkyn-warriors__e26a8c6d__banner.png,,,96,47,384,188,sips,16,96,4,ok,
3d17ac1d-7e36-4a2e-859a-7db04836bcb4,Baneblade,banner,https://d3ocysny7bghv8.cloudfront.net/f194bb25-287b-43c7-a86d-418ccee82152,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/baneblade__3d17ac1d__banner.png,,,96,47,384,188,sips,16,96,4,ok,
70415ed5-2654-45e2-89f7-c919c7ab16cd,Banehammer,banner,https://d3ocysny7bghv8.cloudfront.net/b71fadbf-8915-43dc-9dbe-7299b60a918d,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/banehammer__70415ed5__banner.png,,,96,47,384,188,sips,16,96,4,ok,
43c4b15c-9229-42bc-b49e-f88d5607a5fa,Banesword,banner,https://d3ocysny7bghv8.cloudfront.net/8cd2f26d-8890-4174-af9b-f6910ee0f9b5,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/banesword__43c4b15c__banner.png,,,96,47,384,188,sips,16,96,4,ok,
73c5ba73-501a-41df-81d5-80c7db95c59c,Bannernob,banner,https://d3ocysny7bghv8.cloudfront.net/26a72930-5c16-4a06-a6a0-755f6c0c5aef,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/bannernob__73c5ba73__banner.png,,,96,47,384,188,sips,16,96,4,ok,
afe80fb1-c0a6-4f83-b1cc-0cba459d0649,Barbgaunts,banner,https://d3ocysny7bghv8.cloudfront.net/c9a287fe-6646-4c2d-b6b5-58471e0c7914,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/barbgaunts__afe80fb1__banner.png,,,96,47,384,188,sips,16,96,4,ok,
2fd6ebea-98be-4bfc-af9a-b76a0489cb1c,Basilisk,banner,https://d3ocysny7bghv8.cloudfront.net/f07a396f-8c36-40ff-b049-1750063935fc,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/basilisk__2fd6ebea__banner.png,,,96,47,384,188,sips,16,96,4,ok,
5a07618f-6422-4e6d-b6d8-80eb4840a2a1,Battle Sisters Squad,banner,https://d3ocysny7bghv8.cloudfront.net/ed903e94-9f72-4116-a99b-34ecb917ed86,,/Users/losikov/Pet/HereticSheets/generated/unit_images_90s/images/battle-sisters-squad__5a07618f__banner.png,,,96,47,384,188,sips,16,96,4,ok,
